table	id	label	disc	prec	theme	tier	gap_status	gap_desc	date_realized	excess_cum	excess_peak	closed_date	dormant_since	relit_date	relit_count
industry_signals	33	涨价驱动/六氟磷酸锂	20251031	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现中·回撤近警戒（峰值+9.7%→现+5.0%）	20251105	0.0505	0.0966	20260331	20251120	20260410	3
industry_signals	34	技术升级/EML光芯片	20251031	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（95日，累计+25.6%，峰值+26.1%）	20251208	0.2564	0.2607	20260205	20260205	20260409	1
industry_signals	35	需求爆发/特斯拉机器人	20251031	day	机器人	alias	dormant	暗态·深回吐候二段（峰值+8.3%→现-2.7%）	20260112	-0.0267	0.0826	20260129	20260129		0
industry_signals	36	涨价驱动/六氟磷酸锂	20251103	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（118日，累计+5.9%）	20251106	0.0589	0.086	20260331	20251120	20260410	3
industry_signals	37	涨价驱动/晶圆代工	20251103	day	半导体/芯片/半导体材料	alias	closing	二段主升兑现中（118日，累计+20.6%，峰值+20.6%）	20251106	0.2061	0.2061	20260202	20251120	20260409	2
industry_signals	38	供给紧缺/原油化工	20251103	day		downgrade	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	39	供给紧缺/存储芯片	20251103	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（96日，累计+29.0%，峰值+29.0%）	20251208	0.29	0.29	20260205	20260205	20260409	1
industry_signals	40	技术升级/AI大模型	20251103	day	AI软件/应用	alias	dormant	暗态·深回吐候二段（峰值+10.9%→现-15.8%）	20260112	-0.1578	0.1086	20260119	20260119		0
industry_signals	41	涨价驱动/铝	20251104	day	有色金属	hint	dormant	暗态·已兑现候二段（峰值+42.2%→现+26.0%）	20251106	0.2596	0.4225	20260130	20260130		0
industry_signals	42	需求爆发/海外电网	20251104	day	电力/电网/算电协同/燃气轮机	alias	dormant	暗态·深回吐候二段（峰值+13.2%→现+0.9%）	20260304	0.0091	0.1321	20260330	20260330		0
industry_signals	43	需求爆发/国产芯片	20251104	day	半导体/芯片/半导体材料	alias	closing	二段主升兑现中（79日，累计+21.2%，峰值+21.2%）	20260105	0.2119	0.2119	20260202	20260202	20260409	1
industry_signals	44	需求爆发/特斯拉机器人	20251104	day	机器人	alias	dormant	暗态·已兑现候二段（峰值+10.4%→现+3.9%）	20260109	0.0388	0.1042	20260129	20260129		0
industry_signals	45	涨价驱动/增碳剂	20251104	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	46	技术升级/薄膜沉积	20251104	day	半导体/芯片/半导体材料	alias	closing	二段主升兑现中（79日，累计+21.2%，峰值+21.2%）	20260105	0.2119	0.2119	20260202	20260202	20260409	1
industry_signals	47	情绪周期/小冰点	20251030	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	48	情绪周期/第四周期冰点	20251031	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	49	情绪周期/第一次冰点修复	20251103	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	50	情绪周期/下行周期	20251104	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	51	事件催化/公募分类库	20251104	day	半导体/芯片/半导体材料	alias	closing	二段主升兑现中（79日，累计+21.2%，峰值+21.2%）	20260105	0.2119	0.2119	20260202	20260202	20260409	1
industry_signals	52	VLCC运价/船舶	20251030	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	53	AI算力/英伟达	20251030	day	光模块/CPO/光通信/光纤	alias	dormant	暗态·已兑现候二段（峰值+40.0%→现+33.7%）·已点亮1次	20251208	0.3371	0.4001	20260428	20251216	20260409	1
industry_signals	54	光模块/送样壁垒	20251030	day	光模块/CPO/光通信/光纤	alias	dormant	暗态·已兑现候二段（峰值+40.0%→现+33.7%）·已点亮1次	20251208	0.3371	0.4001	20260428	20251216	20260409	1
industry_signals	55	光模块/业绩高增	20251030	day	光模块/CPO/光通信/光纤	alias	dormant	暗态·已兑现候二段（峰值+40.0%→现+33.7%）·已点亮1次	20251208	0.3371	0.4001	20260428	20251216	20260409	1
industry_signals	56	机器人/三花智控	20251030	day	机器人	alias	dormant	暗态·深回吐候二段（峰值+9.6%→现-2.3%）	20260109	-0.023	0.0965	20260129	20260129		0
industry_signals	57	稀土/成本压力	20251030	day	稀土	hint	dormant	暗态·已兑现候二段（峰值+20.4%→现+6.8%）·已点亮2次	20260107	0.0681	0.2042	20260303	20260120	20260211	2
industry_signals	58	六氟磷酸锂/锂电材料	20251030	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现中·回撤近警戒（峰值+10.2%→现+6.3%）	20251105	0.0632	0.1022	20260331	20251120	20260410	3
industry_signals	59	赛力斯/业绩缺口	20251030	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	60	机器人/T0总装	20251031	day	机器人	alias	dormant	暗态·深回吐候二段（峰值+8.3%→现-2.7%）	20260112	-0.0267	0.0826	20260129	20260129		0
industry_signals	61	光模块/硅光EML	20251031	day	光模块/CPO/光通信/光纤	alias	dormant	暗态·已兑现候二段（峰值+43.9%→现+37.0%）·已点亮1次	20251201	0.37	0.4388	20260428	20251216	20260409	1
industry_signals	62	CCL上游/铜箔玻纤布	20251031	day	AI算力/AI硬件/科技硬件	hint	closing	二段主升兑现中（95日，累计+25.6%，峰值+26.1%）	20251208	0.2564	0.2607	20260205	20260205	20260409	1
industry_signals	63	GPU采购/韩国	20251031	day	AI算力/AI硬件/科技硬件	hint	closing	二段主升兑现中（95日，累计+25.6%，峰值+26.1%）	20251208	0.2564	0.2607	20260205	20260205	20260409	1
industry_signals	64	六氟磷酸锂/涨价11万	20251103	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（118日，累计+5.9%）	20251106	0.0589	0.086	20260331	20251120	20260410	3
industry_signals	65	存储芯片/韩国	20251103	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（96日，累计+29.0%，峰值+29.0%）	20251208	0.29	0.29	20260205	20260205	20260409	1
industry_signals	66	OPEC+增产暂停/原油	20251103	day		downgrade	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	67	台积电涨价/先进制程	20251103	day	AI算力/AI硬件/科技硬件	hint	closing	二段主升兑现中（96日，累计+29.0%，峰值+29.0%）	20251208	0.29	0.29	20260205	20260205	20260409	1
industry_signals	68	Meta大模型/人才争夺	20251103	day	AI软件/应用	alias	dormant	暗态·深回吐候二段（峰值+10.9%→现-15.8%）	20260112	-0.1578	0.1086	20260119	20260119		0
industry_signals	69	特斯拉股东会/英伟达财报	20251103	day	AI算力/AI硬件/科技硬件	hint	closing	二段主升兑现中（96日，累计+29.0%，峰值+29.0%）	20251208	0.29	0.29	20260205	20260205	20260409	1
industry_signals	70	铝价突破/中线看涨	20251104	day	有色金属	hint	dormant	暗态·已兑现候二段（峰值+42.2%→现+26.0%）	20251106	0.2596	0.4225	20260130	20260130		0
industry_signals	71	电费补贴50%/国产芯片	20251104	day	半导体/芯片/半导体材料	alias	closing	二段主升兑现中（79日，累计+21.2%，峰值+21.2%）	20260105	0.2119	0.2119	20260202	20260202	20260409	1
industry_signals	72	特斯拉机器人/量产时间表	20251104	day	机器人	alias	dormant	暗态·已兑现候二段（峰值+10.4%→现+3.9%）	20260109	0.0388	0.1042	20260129	20260129		0
industry_signals	73	SOFC金属铬盐/海外电网	20251104	day	电力/电网/算电协同/燃气轮机	alias	dormant	暗态·深回吐候二段（峰值+13.2%→现+0.9%）	20260304	0.0091	0.1321	20260330	20260330		0
industry_signals	74	增碳剂涨价	20251104	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	75	成熟制程转先进制程	20251104	day	半导体/芯片/半导体材料	alias	closing	二段主升兑现中（79日，累计+21.2%，峰值+21.2%）	20260105	0.2119	0.2119	20260202	20260202	20260409	1
industry_signals	76	需求爆发/AI数据中心	20251105	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（100日，累计+32.0%，峰值+32.3%）	20251204	0.3201	0.3234	20260205	20260205	20260409	1
industry_signals	77	需求爆发/欧洲储能	20251105	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现中·回撤近警戒（峰值+6.8%→现+3.4%）	20260310	0.0338	0.068	20260331	20260331	20260410	1
industry_signals	78	事件催化/特斯拉机器人	20251105	day	机器人	alias	closing	二段兑现中·回撤近警戒（峰值+11.0%→现+7.3%）	20251230	0.0731	0.1105	20260129	20260129	20260508	1
industry_signals	79	供给紧缺/产能上限	20251105	day	有色金属	hint	dormant	暗态·已兑现候二段（峰值+42.0%→现+26.2%）	20251107	0.2615	0.4196	20260130	20260130		0
industry_signals	80	事件催化/时间表变动	20251105	day	商业航天/卫星	alias	closing	二段主升兑现中（108日，累计+50.6%，峰值+66.2%）	20251124	0.506	0.662	20260303	20260113	20260508	2
industry_signals	81	需求爆发/数据中心供电	20251106	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（99日，累计+33.6%，峰值+33.6%）	20251208	0.3358	0.3358	20260205	20260205	20260409	1
industry_signals	82	涨价驱动/六氟磷酸锂	20251106	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现中·回撤近警戒（峰值+6.5%→现+3.2%）	20260310	0.0318	0.0651	20260331	20260331	20260410	1
industry_signals	83	技术升级/固体氧化物燃料电池	20251106	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现中·回撤近警戒（峰值+6.5%→现+3.2%）	20260310	0.0318	0.0651	20260331	20260331	20260410	1
industry_signals	84	需求爆发/光芯片	20251106	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（99日，累计+33.6%，峰值+33.6%）	20251208	0.3358	0.3358	20260205	20260205	20260409	1
industry_signals	85	事件催化/小鹏发布	20251106	day	机器人	alias	closing	二段兑现中·回撤近警戒（峰值+10.6%→现+6.9%）	20260109	0.0694	0.1062	20260129	20260129	20260508	1
industry_signals	86	供给紧缺/反内卷	20251106	day	电力/电网/算电协同/燃气轮机	alias	dormant	暗态·深回吐候二段（峰值+13.1%→现+1.1%）	20260304	0.0113	0.1314	20260330	20260330		0
industry_signals	87	涨价驱动/航空燃油	20251106	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	88	情绪周期/周期转换	20251106	day	电力/电网/算电协同/燃气轮机	hint	dormant	暗态·深回吐候二段（峰值+13.1%→现+1.1%）	20260304	0.0113	0.1314	20260330	20260330		0
industry_signals	89	技术升级/金刚石钻头	20251109	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（100日，累计+35.7%，峰值+35.7%）	20251208	0.3566	0.3566	20260205	20260205	20260409	1
industry_signals	90	涨价驱动/产能	20251109	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	91	涨价驱动/SAF	20251109	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	92	技术升级/半导体材料	20251109	day	半导体/芯片/半导体材料	alias	closing	二段主升兑现中（81日，累计+23.8%，峰值+23.8%）	20260106	0.2382	0.2382	20260202	20260202	20260409	1
industry_signals	93	情绪周期/第一周期	20251109	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	94	涨价驱动/电解液	20251109	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现中·回撤近警戒（峰值+6.7%→现+2.1%）	20260310	0.0207	0.0675	20260331	20260331	20260410	1
industry_signals	95	事件催化/情绪周期	20251019	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	96	事件催化/鸿蒙产业链	20251019	day	消费电子/华为/鸿蒙	alias	closing	二段兑现中·回撤近警戒（峰值+8.7%→现+5.1%）	20251021	0.0515	0.0868	20260204	20251104	20260409	2
industry_signals	97	需求爆发/GPU芯片	20251019	day	AI算力/AI硬件/科技硬件	hint	closing	二段主升兑现中（119日，累计+23.4%，峰值+23.4%）	20251021	0.2338	0.2338	20260205	20251031	20260409	2
industry_signals	98	事件催化/成交量冰点	20251020	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（120日，累计+24.5%，峰值+24.5%）	20251021	0.2446	0.2446	20260205	20251031	20260409	2
industry_signals	99	涨价驱动/动力煤	20251020	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	100	技术升级/固态电池	20251020	day	新能源电池/锂电/储能/固态	alias	closing	二段主升兑现中（117日，累计+14.1%，峰值+16.4%）	20251024	0.1405	0.1636	20260331	20251120	20260410	3
industry_signals	101	技术升级/大模型	20251020	day	AI软件/应用	alias	dormant	暗态·深回吐候二段（峰值+15.3%→现-10.7%）·已点亮1次	20251031	-0.1072	0.1533	20260119	20251107	20260105	1
industry_signals	102	需求爆发/动力电池	20251020	day	新能源电池/锂电/储能/固态	alias	closing	二段主升兑现中（117日，累计+14.1%，峰值+16.4%）	20251024	0.1405	0.1636	20260331	20251120	20260410	3
industry_signals	103	事件催化/成交量	20251021	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	104	需求爆发/特高压	20251021	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	105	技术升级/光模块	20251021	day	光模块/CPO/光通信/光纤	alias	closing	二段主升兑现中（117日，累计+39.7%，峰值+39.7%）	20251027	0.3971	0.3971	20251216	20251031	20260409	2
industry_signals	106	事件催化/国企改革	20251021	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	107	涨价驱动/钨	20251022	day	钨/小金属	hint	closing	二段主升兑现中（119日，累计+33.7%，峰值+40.5%）	20251024	0.3365	0.4054	20260303	20251104	20260327	3
industry_signals	108	涨价驱动/动力煤	20251022	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	109	事件催化/HBM/存储	20251022	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（119日，累计+21.2%，峰值+22.3%）	20251024	0.2116	0.2225	20260205	20251031	20260409	2
industry_signals	111	技术升级/PCB材料	20251022	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（119日，累计+21.2%，峰值+22.3%）	20251024	0.2116	0.2225	20260205	20251031	20260409	2
industry_signals	112	需求爆发/机器人上游	20251022	day	机器人	alias	dormant	暗态·深回吐候二段（峰值+8.8%→现-2.9%）	20260112	-0.0293	0.0883	20260129	20260129		0
industry_signals	113	事件催化/重建需求	20251022	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	114	事件催化/风格切换	20251022	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	115	事件催化/四中全会	20251023	day	商业航天/卫星	alias	dormant	暗态·已兑现候二段（峰值+68.0%→现+49.1%）·已点亮1次	20251024	0.4912	0.6796	20260303	20260113	20260302	1
industry_signals	116	事件催化/深圳国企改革	20251023	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	117	事件催化/量子计算	20251023	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	118	事件催化/特斯拉机器人	20251023	day	机器人	alias	dormant	暗态·深回吐候二段（峰值+9.3%→现-2.4%）	20260112	-0.0239	0.0931	20260129	20260129		0
industry_signals	119	涨价驱动/钽	20251023	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	120	事件催化/股份注销	20251023	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	121	涨价驱动/VC添加剂	20251112	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现中·回撤近警戒（峰值+10.5%→现+6.7%）	20251113	0.0671	0.1055	20260331	20251121	20260410	3
industry_signals	122	涨价驱动/铜	20251112	day	有色金属	hint	dormant	暗态·已兑现候二段（峰值+39.7%→现+16.3%）	20251113	0.1627	0.3965	20260130	20260130		0
industry_signals	123	供给紧缺/铝	20251112	day	有色金属	hint	dormant	暗态·已兑现候二段（峰值+39.7%→现+16.3%）	20251113	0.1627	0.3965	20260130	20260130		0
industry_signals	124	供给过剩/硅片降价	20251112	day	光伏	hint	dormant	暗态·深回吐候二段（峰值+14.4%→现+3.8%）·已点亮1次	20260119	0.0384	0.1436	20260330	20260129	20260323	1
industry_signals	125	情绪周期/第一周期	20251112	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	126	涨价驱动/黄金白银	20251113	day	黄金/贵金属	hint	dormant	暗态·深回吐候二段（峰值+24.8%→现+2.7%）·已点亮1次	20251125	0.0275	0.2482	20260421	20260130	20260401	1
industry_signals	127	涨价驱动/VC添加剂	20251113	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（47日，累计+5.5%）	20260309	0.0545	0.0724	20260331	20260331	20260410	1
industry_signals	128	涨价驱动/有机硅DMC	20251113	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	129	涨价驱动/碳酸锂	20251113	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（47日，累计+5.5%）	20260309	0.0545	0.0724	20260331	20260331	20260410	1
industry_signals	130	涨价驱动/六氟磷酸锂	20251113	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（47日，累计+5.5%）	20260309	0.0545	0.0724	20260331	20260331	20260410	1
industry_signals	131	供给紧缺/锡	20251113	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	132	需求爆发/1.6T光模块	20251113	day	光模块/CPO/光通信/光纤	alias	closing	二段主升兑现中（112日，累计+55.1%，峰值+55.1%）	20251126	0.5505	0.5505	20260428	20251216	20260511	2
industry_signals	133	涨价驱动/振华金属	20251113	day	有色金属	hint	dormant	暗态·已兑现候二段（峰值+36.5%→现+12.2%）	20251205	0.122	0.3652	20260130	20260130		0
industry_signals	134	涨价驱动/黄金白银	20251113	day	黄金/贵金属	hint	dormant	暗态·深回吐候二段（峰值+24.8%→现+2.7%）·已点亮1次	20251125	0.0275	0.2482	20260421	20260130	20260401	1
industry_signals	135	涨价驱动/锂电池材料	20251113	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（47日，累计+5.5%）	20260309	0.0545	0.0724	20260331	20260331	20260410	1
industry_signals	136	需求爆发/储能电池采购	20251113	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（47日，累计+5.5%）	20260309	0.0545	0.0724	20260331	20260331	20260410	1
industry_signals	137	供给紧缺/锡铝锑	20251113	day	钨/小金属	hint	dormant	暗态·已兑现候二段（峰值+31.9%→现+21.0%）·已点亮3次	20251117	0.2099	0.3194	20260514	20251124	20260327	3
industry_signals	138	情绪周期/第一周期	20251113	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（47日，累计+5.5%）	20260309	0.0545	0.0724	20260331	20260331	20260410	1
industry_signals	139	技术升级/固态电池	20251116	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（48日，累计+7.2%）	20260309	0.0722	0.0831	20260331	20260331	20260410	1
industry_signals	140	涨价驱动/碳酸锂	20251116	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（48日，累计+7.2%）	20260309	0.0722	0.0831	20260331	20260331	20260410	1
industry_signals	141	情绪周期/游资风险	20251116	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	143	涨价驱动/碳酸锂	20251117	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（49日，累计+9.0%）	20260309	0.09	0.09	20260331	20260331	20260410	1
industry_signals	144	技术升级/固态电池	20251117	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（49日，累计+9.0%）	20260309	0.09	0.09	20260331	20260331	20260410	1
industry_signals	145	需求爆发/钠电池	20251117	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（49日，累计+9.0%）	20260309	0.09	0.09	20260331	20260331	20260410	1
industry_signals	146	需求爆发/OCS交换机	20251117	day	AI算力/AI硬件/科技硬件	alias	closing	二段主升兑现中（114日，累计+46.8%，峰值+46.8%）	20251126	0.4682	0.4682	20260205	20260205	20260409	1
industry_signals	147	涨价驱动/碳酸锂	20251110	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（118日，累计+6.5%）	20251113	0.0649	0.0937	20260331	20251121	20260410	3
industry_signals	148	涨价驱动/电解液添加剂	20251110	day	新能源电池/锂电/储能/固态	alias	closing	二段兑现进行（118日，累计+6.5%）	20251113	0.0649	0.0937	20260331	20251121	20260410	3
industry_signals	149	涨价驱动/硅片	20251110	day	光伏	hint	dormant	暗态·深回吐候二段（峰值+10.9%→现+0.9%）·已点亮1次	20260123	0.0091	0.1087	20260330	20260129	20260323	1
industry_signals	150	事件催化/央行储备	20251110	day	黄金/贵金属	hint	dormant	暗态·深回吐候二段（峰值+27.4%→现+5.0%）·已点亮1次	20251111	0.0495	0.2737	20260421	20260130	20260401	1
industry_signals	151	需求爆发/免税	20251110	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	152	供给紧缺/动力煤	20251110	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	153	需求爆发/代工	20251110	day	半导体/芯片/半导体材料	hint	closing	二段主升兑现中（83日，累计+26.0%，峰值+26.0%）	20260105	0.2604	0.2604	20260202	20260202	20260409	1
industry_signals	154	涨价驱动/有机硅	20251110	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
industry_signals	155	涨价驱动/磷化工	20251110	day		unmatched	no_anchor	无锚未跟踪（情绪周期类或覆盖洞）							
